query,sql,,,,,
Find the date and the largest price range (high - low) for AMZN in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 50-day rolling average of the adj_close price for TSLA between 2023-03-24 and 2023-09-01?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'TSLA' AND date BETWEEN '2023-03-24' AND '2023-09-01';",,,,,
What was the 50-day rolling average of the volume price for NFLX between 2024-07-20 and 2024-12-04?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date BETWEEN '2024-07-20' AND '2024-12-04';",,,,,
What was the 20-day rolling average of the volume price for V between 2022-01-17 and 2023-01-08?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'V' AND date BETWEEN '2022-01-17' AND '2023-01-08';",,,,,
Calculate the 90-day volatility (standard deviation) of AMZN's daily returns in the period from 2022-02-11 to 2022-06-27.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'AMZN' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-02-11' AND '2022-06-27';",,,,,
What was the 50-day rolling average of the volume price for AMZN between 2023-06-08 and 2024-05-28?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AMZN' AND date BETWEEN '2023-06-08' AND '2024-05-28';",,,,,
Calculate the 90-day volatility (standard deviation) of GOOGL's daily returns in the period from 2022-08-14 to 2022-12-29.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'GOOGL' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-08-14' AND '2022-12-29';",,,,,
Calculate the 60-day volatility (standard deviation) of TSLA's daily returns in the period from 2023-02-06 to 2023-06-21.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'TSLA' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-02-06' AND '2023-06-21';",,,,,
What was the 50-day rolling average of the close price for GOOGL between 2022-06-02 and 2022-11-08?,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date BETWEEN '2022-06-02' AND '2022-11-08';",,,,,
Find the date and the largest price range (high - low) for AAPL in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for PG in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'PG' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 20-day rolling average of the adj_close price for TSLA between 2024-10-09 and 2025-01-15?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'TSLA' AND date BETWEEN '2024-10-09' AND '2025-01-15';",,,,,
What was the 100-day rolling average of the volume price for GOOGL between 2023-08-07 and 2023-11-29?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date BETWEEN '2023-08-07' AND '2023-11-29';",,,,,
Find the longest consecutive streak of up days for KO in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'KO' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 20-day rolling average of the adj_close price for KO between 2024-11-15 and 2025-09-16?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'KO' AND date BETWEEN '2024-11-15' AND '2025-09-16';",,,,,
Calculate the 90-day volatility (standard deviation) of JPM's daily returns in the period from 2023-10-22 to 2024-06-09.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'JPM' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-10-22' AND '2024-06-09';",,,,,
Find the date and the largest price range (high - low) for MSFT in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for AMZN in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'AMZN' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 100-day rolling average of the adj_close price for KO between 2023-09-14 and 2024-03-20?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'KO' AND date BETWEEN '2023-09-14' AND '2024-03-20';",,,,,
Find the longest consecutive streak of up days for NFLX in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'NFLX' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for META in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'META' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Calculate the 90-day volatility (standard deviation) of JPM's daily returns in the period from 2023-03-29 to 2024-01-30.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'JPM' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-03-29' AND '2024-01-30';",,,,,
Find the longest consecutive streak of up days for MSFT in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'MSFT' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for JPM in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 100-day rolling average of the adj_close price for AAPL between 2022-01-12 and 2022-08-18?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AAPL' AND date BETWEEN '2022-01-12' AND '2022-08-18';",,,,,
Calculate the 90-day volatility (standard deviation) of NFLX's daily returns in the period from 2022-12-11 to 2023-07-28.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'NFLX' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-12-11' AND '2023-07-28';",,,,,
Find the longest consecutive streak of up days for JPM in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'JPM' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for AAPL in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Calculate the 30-day volatility (standard deviation) of GOOGL's daily returns in the period from 2023-01-22 to 2023-07-08.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'GOOGL' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-01-22' AND '2023-07-08';",,,,,
Calculate the 60-day volatility (standard deviation) of PG's daily returns in the period from 2023-05-26 to 2024-05-17.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-05-26' AND '2024-05-17';",,,,,
Calculate the 30-day volatility (standard deviation) of KO's daily returns in the period from 2023-02-10 to 2024-01-07.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'KO' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-02-10' AND '2024-01-07';",,,,,
Calculate the 60-day volatility (standard deviation) of PG's daily returns in the period from 2022-01-30 to 2022-12-05.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-01-30' AND '2022-12-05';",,,,,
What was the 100-day rolling average of the adj_close price for TSLA between 2024-05-23 and 2024-09-10?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'TSLA' AND date BETWEEN '2024-05-23' AND '2024-09-10';",,,,,
What was the 100-day rolling average of the adj_close price for PG between 2023-06-09 and 2023-12-09?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date BETWEEN '2023-06-09' AND '2023-12-09';",,,,,
Calculate the 30-day volatility (standard deviation) of KO's daily returns in the period from 2022-10-06 to 2023-08-23.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'KO' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-10-06' AND '2023-08-23';",,,,,
What was the 100-day rolling average of the close price for META between 2023-02-19 and 2023-06-20?,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'META' AND date BETWEEN '2023-02-19' AND '2023-06-20';",,,,,
Find the date and the largest price range (high - low) for NVDA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Calculate the 90-day volatility (standard deviation) of JPM's daily returns in the period from 2023-10-17 to 2024-04-05.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'JPM' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-10-17' AND '2024-04-05';",,,,,
What was the 20-day rolling average of the close price for MSFT between 2022-12-26 and 2023-05-25?,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date BETWEEN '2022-12-26' AND '2023-05-25';",,,,,
Find the date and the largest price range (high - low) for META in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for JPM in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'JPM' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for KO in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'KO' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Calculate the 30-day volatility (standard deviation) of NFLX's daily returns in the period from 2024-10-26 to 2025-10-20.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'NFLX' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-10-26' AND '2025-10-20';",,,,,
Calculate the 30-day volatility (standard deviation) of V's daily returns in the period from 2024-02-13 to 2025-01-26.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'V' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-02-13' AND '2025-01-26';",,,,,
Find the longest consecutive streak of up days for NFLX in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'NFLX' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for MSFT in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'MSFT' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Calculate the 60-day volatility (standard deviation) of PG's daily returns in the period from 2024-03-29 to 2025-02-16.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-03-29' AND '2025-02-16';",,,,,
What was the 100-day rolling average of the adj_close price for MSFT between 2024-12-30 and 2025-04-12?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date BETWEEN '2024-12-30' AND '2025-04-12';",,,,,
Find the longest consecutive streak of down days for PG in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'PG' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Calculate the 30-day volatility (standard deviation) of TSLA's daily returns in the period from 2022-06-10 to 2023-01-06.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'TSLA' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-06-10' AND '2023-01-06';",,,,,
Calculate the 60-day volatility (standard deviation) of NVDA's daily returns in the period from 2023-10-13 to 2024-09-10.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'NVDA' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-10-13' AND '2024-09-10';",,,,,
Find the date and the largest price range (high - low) for TSLA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for MSFT in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for NFLX in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for AAPL in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'AAPL' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for PG in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'PG' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for NFLX in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 100-day rolling average of the adj_close price for JPM between 2023-10-05 and 2024-02-06?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'JPM' AND date BETWEEN '2023-10-05' AND '2024-02-06';",,,,,
Find the longest consecutive streak of up days for KO in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'KO' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for JPM in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for AAPL in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for V in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Calculate the 30-day volatility (standard deviation) of PG's daily returns in the period from 2024-12-25 to 2025-08-07.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-12-25' AND '2025-08-07';",,,,,
What was the 50-day rolling average of the volume price for NFLX between 2022-08-07 and 2023-06-06?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date BETWEEN '2022-08-07' AND '2023-06-06';",,,,,
What was the 50-day rolling average of the adj_close price for PG between 2023-03-05 and 2024-01-23?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date BETWEEN '2023-03-05' AND '2024-01-23';",,,,,
What was the 50-day rolling average of the volume price for AMZN between 2022-05-26 and 2022-09-06?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AMZN' AND date BETWEEN '2022-05-26' AND '2022-09-06';",,,,,
Find the date and the largest price range (high - low) for MSFT in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for NVDA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for AMZN in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for TSLA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for TSLA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for PG in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
